"","X","origin","destination","flows","upper","lower","prob.from.origin","prob.from.destination"
"11287",11287,"Quincy_Houghs Neck","Metrowest_Maturing Suburbs",NA,NA,NA,-73.6452214145864,-66.605878884328
"11288",11288,"Quincy_Houghs Neck","Metrowest_Regional Urban Centers",NA,NA,NA,-74.7153594120571,-71.7707286623653
"11289",11289,"Quincy_Houghs Neck","MRPC_Developing Suburbs",NA,NA,NA,-73.8340316838721,-59.2058916701671
"11290",11290,"Quincy_Houghs Neck","MRPC_Regional Urban Centers",NA,NA,NA,-90.8833162736272,-83.6841585022104
"11291",11291,"Quincy_Houghs Neck","MRPC_Rural Towns",0,0,0,-99.9997688761816,-99.999700886941
"11292",11292,"Quincy_Houghs Neck","MVC_Developing Suburbs",0,0,0,-99.999762401412,-99.9998852977834
"11293",11293,"Quincy_Houghs Neck","MVPC_Developing Suburbs",NA,NA,NA,-91.746658108426,-88.1531876774797
"11294",11294,"Quincy_Houghs Neck","MVPC_Regional Urban Centers",NA,NA,NA,-93.3975053341838,-89.1813515495837
"11295",11295,"Quincy_Houghs Neck","New Bedford_Neighborhood 1",0,0,0,-99.9997619073812,-99.9997625550593
"11296",11296,"Quincy_Houghs Neck","New Bedford_Neighborhood 2",0,0,0,-99.9997158440008,-99.9997266398299
"11297",11297,"Quincy_Houghs Neck","New Bedford_Neighborhood 3",NA,NA,NA,-39.6031971920973,-39.7937952514036
"11298",11298,"Quincy_Houghs Neck","New Bedford_Neighborhood 4",0,0,0,-99.9997066736992,-99.9997278371679
"11299",11299,"Quincy_Houghs Neck","New Bedford_Neighborhood 5",0,0,0,-99.9997415512549,-99.999689121996
"11300",11300,"Quincy_Houghs Neck","Newton_Ward 2",NA,NA,NA,40.9124679755821,11.9246842223843
"11301",11301,"Quincy_Houghs Neck","Newton_Ward 3",NA,NA,NA,101.859298885144,81.4773100988555
"11302",11302,"Quincy_Houghs Neck","Newton_Ward 5",NA,NA,NA,-52.8000473396229,-61.16450230054
"11303",11303,"Quincy_Houghs Neck","Newton_Ward 7",0,0,0,-99.9994289566179,-99.9997851591553
"11304",11304,"Quincy_Houghs Neck","Newton_Ward 8",NA,NA,NA,175.381051688442,181.676214747088
"11305",11305,"Quincy_Houghs Neck","NMCOG_Developing Suburbs",0,0,0,-99.9999476928243,-99.99976960772
"11306",11306,"Quincy_Houghs Neck","NMCOG_Maturing Suburbs",NA,NA,NA,-56.0568928995521,-31.5664731199783
"11307",11307,"Quincy_Houghs Neck","NSPC_Maturing Suburbs",NA,NA,NA,-55.642281551091,-39.4504988712137
"11308",11308,"Quincy_Houghs Neck","NSPC_Regional Urban Centers",NA,NA,NA,-75.7417849205313,-74.2716672045096
"11309",11309,"Quincy_Houghs Neck","NSTF_Developing Suburbs",NA,NA,NA,-29.1029175510609,-3.56035316770832
"11310",11310,"Quincy_Houghs Neck","NSTF_Maturing Suburbs",0,0,0,-99.9999326648589,-99.9997577181019
"11311",11311,"Quincy_Houghs Neck","NSTF_Regional Urban Centers",NA,NA,NA,-82.4866515844344,-70.9232021246
"11312",11312,"Quincy_Houghs Neck","OCPC_Developing Suburbs",NA,NA,NA,78.8778428112189,148.509828571017
"11313",11313,"Quincy_Houghs Neck","PVPC_Developing Suburbs",NA,NA,NA,-84.1007755410687,-67.9647298919178
"11314",11314,"Quincy_Houghs Neck","PVPC_Maturing Suburbs",0,0,0,-99.9997057954176,-99.9997847181613
"11315",11315,"Quincy_Houghs Neck","PVPC_Regional Urban Centers",0,0,0,-99.999979839064,-99.9996684084554
"11316",11316,"Quincy_Houghs Neck","PVPC_Rural Towns",0,0,0,-99.9998484005697,-99.9997629540056
"11317",11317,"Quincy_Houghs Neck","Quincy_Houghs Neck",8739,8927,8525,NA,NA
"11318",11318,"Quincy_Houghs Neck","Quincy_North Quincy",NA,NA,NA,1753.44419172351,1396.00866272664
"11319",11319,"Quincy_Houghs Neck","Quincy_Quincy Center",NA,NA,NA,2831.00972240862,1554.25997819804
"11320",11320,"Quincy_Houghs Neck","Quincy_South Quincy",NA,NA,NA,1945.92046719485,1224.69321702007
"11321",11321,"Quincy_Houghs Neck","Quincy_Wollaston",NA,NA,NA,2227.95175661713,2041.93392163885
"11322",11322,"Quincy_Houghs Neck","Somerville_2143",0,0,0,-99.9998084324685,-99.9998755505174
"11323",11323,"Quincy_Houghs Neck","Somerville_2144",NA,NA,NA,-6.94293668820494,-40.0881599433715
"11324",11324,"Quincy_Houghs Neck","Somerville_2145",NA,NA,NA,-61.6533710917962,-68.3574319259705
"11325",11325,"Quincy_Houghs Neck","Springfield_East Forest Park",0,0,0,-99.9995984573862,-99.9995707612881
"11326",11326,"Quincy_Houghs Neck","Springfield_Forest Park",NA,NA,NA,-55.0508983713611,-55.5632643426766
"11327",11327,"Quincy_Houghs Neck","Springfield_Indian Orchard",0,0,0,-99.9995956280906,-99.999649547392
"11328",11328,"Quincy_Houghs Neck","Springfield_Liberty Heights",0,0,0,-99.9997221585799,-99.9993123657601
"11329",11329,"Quincy_Houghs Neck","Springfield_McKnight",0,0,0,-99.9998072123623,-99.9994244193152
"11330",11330,"Quincy_Houghs Neck","Springfield_Pine Point",0,0,0,-99.9997448136645,-99.9997250674883
"11331",11331,"Quincy_Houghs Neck","Springfield_Sixteen Acres",0,0,0,-99.9997921274193,-99.9997447845728
"11332",11332,"Quincy_Houghs Neck","Springfield_South End",0,0,0,-99.9997132771188,-99.9997459718907
"11333",11333,"Quincy_Houghs Neck","SRPEDD_Developing Suburbs",NA,NA,NA,-62.7155766666975,-31.8931783083779
"11334",11334,"Quincy_Houghs Neck","SRPEDD_Maturing Suburbs",NA,NA,NA,-59.3703701952769,-48.2143951902267
"11335",11335,"Quincy_Houghs Neck","SRPEDD_Regional Urban Centers",NA,NA,NA,-91.8020592339442,-86.6320887284587
"11336",11336,"Quincy_Houghs Neck","SSC_Developing Suburbs",NA,NA,NA,452.347154250908,553.092294932996
"11337",11337,"Quincy_Houghs Neck","SSC_Maturing Suburbs",124,151,96,574.211666418159,701.144365036722
"11338",11338,"Quincy_Houghs Neck","SWAP_Developing Suburbs",NA,NA,NA,-27.6204712701487,15.2624798711755
"11339",11339,"Quincy_Houghs Neck","SWAP_Regional Urban Centers",NA,NA,NA,-64.1251185900107,-51.0698844534081
"11340",11340,"Quincy_Houghs Neck","TRIC_Developing Suburbs",NA,NA,NA,130.853069178849,192.834287592986
"11341",11341,"Quincy_Houghs Neck","TRIC_Maturing Suburbs",NA,NA,NA,83.8077143235981,127.869148961997
"11342",11342,"Quincy_Houghs Neck","TRIC_Regional Urban Centers",NA,NA,NA,-65.9082524379231,-65.500844125837
"11343",11343,"Quincy_Houghs Neck","Worcester_Burncoat",0,0,0,-99.9998842290972,-99.9997057372613
"11344",11344,"Quincy_Houghs Neck","Worcester_Doherty",0,0,0,-99.9999183739987,-99.9997589380238
"11345",11345,"Quincy_Houghs Neck","Worcester_North",0,0,0,-99.9998771429541,-99.9997112843362
"11346",11346,"Quincy_Houghs Neck","Worcester_South",0,0,0,-99.9998601396786,-99.9996307606163
"11347",11347,"Quincy_North Quincy","Boston_Allston/Brighton",NA,NA,NA,-7.23239840690807,7.31314579584914
"11348",11348,"Quincy_North Quincy","Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",NA,NA,NA,114.379409966322,101.621722483625
"11349",11349,"Quincy_North Quincy","Boston_Charlestown",NA,NA,NA,16.275348026812,11.2931034803605
"11350",11350,"Quincy_North Quincy","Boston_Dorchester",NA,NA,NA,165.867782392372,341.165250624302
"11351",11351,"Quincy_North Quincy","Boston_East Boston",NA,NA,NA,-21.2086810132468,17.9019088967795
"11352",11352,"Quincy_North Quincy","Boston_Fenway",NA,NA,NA,-20.1583191168976,-8.28026126914578
"11353",11353,"Quincy_North Quincy","Boston_Hyde Park",NA,NA,NA,-42.1211289606041,-19.6848058544563
"11354",11354,"Quincy_North Quincy","Boston_Jamaica Plain",NA,NA,NA,21.3960635130375,35.4580705231377
"11355",11355,"Quincy_North Quincy","Boston_Mattapan",NA,NA,NA,-4.13032462548884,27.1744378377977
"11356",11356,"Quincy_North Quincy","Boston_Roslindale",NA,NA,NA,-8.09044352149984,8.33065924104632
"11357",11357,"Quincy_North Quincy","Boston_Roxbury",NA,NA,NA,36.2494554516648,66.8987944561297
"11358",11358,"Quincy_North Quincy","Boston_South Boston",NA,NA,NA,167.105756186295,148.24054211946
"11359",11359,"Quincy_North Quincy","Boston_South End",NA,NA,NA,100.210823731077,89.4893327718369
"11360",11360,"Quincy_North Quincy","Boston_West Roxbury",NA,NA,NA,118.953589797358,170.09196993796
"11361",11361,"Quincy_North Quincy","Brockton_Ward 1",NA,NA,NA,5.05029635156471,37.4217831804825
"11362",11362,"Quincy_North Quincy","Brockton_Ward 2",0,0,0,-99.999766224108,-99.9997703440708
"11363",11363,"Quincy_North Quincy","Brockton_Ward 4",0,0,0,-99.99987796693,-99.9998388835914
"11364",11364,"Quincy_North Quincy","Brockton_Ward 5",NA,NA,NA,43.4394587631591,70.9820492170621
"11365",11365,"Quincy_North Quincy","Brockton_Ward 6",NA,NA,NA,33.0857752687664,88.1747802042702
"11366",11366,"Quincy_North Quincy","Brockton_Ward 7",0,0,0,-99.9998208226451,-99.9998087621149
"11367",11367,"Quincy_North Quincy","BRPC_Developing Suburbs",0,0,0,-99.9999390425089,-99.9995469517652
"11368",11368,"Quincy_North Quincy","BRPC_Regional Urban Centers",0,0,0,-99.9999584286318,-99.9995384678146
"11369",11369,"Quincy_North Quincy","BRPC_Rural Towns",0,0,0,-99.9999031981709,-99.9997339023113
"11370",11370,"Quincy_North Quincy","Cambridge_All",NA,NA,NA,-39.8314188690635,-10.1020872988436
"11371",11371,"Quincy_North Quincy","CCC_Developing Suburbs",NA,NA,NA,-77.9883098858165,-38.0078313489109
"11372",11372,"Quincy_North Quincy","CCC_Maturing Suburbs",NA,NA,NA,-79.8810184445835,-26.1831600729365
"11373",11373,"Quincy_North Quincy","CCC_Rural Towns",0,0,0,-99.9997761794271,-99.999889439894
"11374",11374,"Quincy_North Quincy","Chelsea_Ward 3",NA,NA,NA,-62.2573417044848,-56.5953650161228
"11375",11375,"Quincy_North Quincy","Chelsea_Ward 4",NA,NA,NA,-59.7408144089215,-56.709760441381
"11376",11376,"Quincy_North Quincy","CMRPC_Developing Suburbs",NA,NA,NA,-89.4537205378349,-70.7773000605724
"11377",11377,"Quincy_North Quincy","CMRPC_Regional Urban Centers",0,0,0,-99.9999186257091,-99.9998445969199
"11378",11378,"Quincy_North Quincy","Everett_All",NA,NA,NA,-40.6686654177712,-18.6224442050862
"11379",11379,"Quincy_North Quincy","Fall River_Sector 1",0,0,0,-99.9997891340057,-99.9996896689514
"11380",11380,"Quincy_North Quincy","Fall River_Sector 2",0,0,0,-99.9998431285883,-99.999763257517
"11381",11381,"Quincy_North Quincy","Fall River_Sector 5",0,0,0,-99.9997239741409,-99.999686796257
"11382",11382,"Quincy_North Quincy","Fall River_Sector 7",0,0,0,-99.9998768702942,-99.9995639928373
"11383",11383,"Quincy_North Quincy","Fall River_Sector 8",0,0,0,-99.9998025719883,-99.9997599374015
"11384",11384,"Quincy_North Quincy","Fall River_Sector 9",0,0,0,-99.9998410707177,-99.9997996447958
"11385",11385,"Quincy_North Quincy","Framingham_All",NA,NA,NA,-67.2113291362057,-40.4994526911005
"11386",11386,"Quincy_North Quincy","FRCOG_Developing Suburbs",0,0,0,-99.9999342500311,-99.9998328583764
"11387",11387,"Quincy_North Quincy","FRCOG_Rural Towns",NA,NA,NA,-83.4689108579427,-59.525967557081
"11388",11388,"Quincy_North Quincy","ICC_Inner Core",69,93,50,-16.1791718813986,33.7982709809605
"11389",11389,"Quincy_North Quincy","ICC_Maturing Suburbs",NA,NA,NA,152.678657020851,291.477856828698
"11390",11390,"Quincy_North Quincy","Lawrence_Ward A",0,0,0,-99.999834488621,-99.9994295639385
"11391",11391,"Quincy_North Quincy","Lawrence_Ward C",NA,NA,NA,-50.7940786205078,-36.7453056966919
"11392",11392,"Quincy_North Quincy","Lawrence_Ward D",0,0,0,-99.9998470477716,-99.9994468351984
"11393",11393,"Quincy_North Quincy","Lawrence_Ward E",0,0,0,-99.9998069848209,-99.9997786392201
"11394",11394,"Quincy_North Quincy","Lawrence_Ward F",0,0,0,-99.9997551860926,-99.9997110376395
"11395",11395,"Quincy_North Quincy","Lowell_Acre",0,0,0,-99.9996700333977,-99.9996505467063
"11396",11396,"Quincy_North Quincy","Lowell_Centralville",0,0,0,-99.9998322708795,-99.9997882697688
"11397",11397,"Quincy_North Quincy","Lowell_Highlands",NA,NA,NA,-69.789036361737,-60.8550942523797
"11398",11398,"Quincy_North Quincy","Lowell_Lower Belvidere",NA,NA,NA,-83.3042419553312,-77.9453647615705
"11399",11399,"Quincy_North Quincy","Lowell_Lower Highlands",0,0,0,-99.9997630677064,-99.999696875125
"11400",11400,"Quincy_North Quincy","Lowell_Pawtucketville",0,0,0,-99.9998351354198,-99.9997807665149
"11401",11401,"Quincy_North Quincy","Lynn_Ward 1",0,0,0,-99.9998432581381,-99.9997811296235
"11402",11402,"Quincy_North Quincy","Lynn_Ward 3",0,0,0,-99.9998789412504,-99.9998450397339
"11403",11403,"Quincy_North Quincy","Lynn_Ward 4",0,0,0,-99.9998259145449,-99.9998217315419
"11404",11404,"Quincy_North Quincy","Lynn_Ward 5",0,0,0,-99.9998312271831,-99.9997925944534
"11405",11405,"Quincy_North Quincy","Lynn_Ward 7",0,0,0,-99.9998475188715,-99.9997914292146
"11406",11406,"Quincy_North Quincy","MAGIC_Developing Suburbs",NA,NA,NA,-89.6290346426754,-80.5427082641079
"11407",11407,"Quincy_North Quincy","MAGIC_Maturing Suburbs",NA,NA,NA,-64.3425797879973,-25.1105944195778
"11408",11408,"Quincy_North Quincy","Metrowest_Developing Suburbs",NA,NA,NA,-64.6135230956179,-28.5639511908069
"11409",11409,"Quincy_North Quincy","Metrowest_Maturing Suburbs",NA,NA,NA,-46.4086603702898,-4.82526163154355
"11410",11410,"Quincy_North Quincy","Metrowest_Regional Urban Centers",NA,NA,NA,-58.0880355525536,-34.2279998562874
"11411",11411,"Quincy_North Quincy","MRPC_Developing Suburbs",NA,NA,NA,-95.2035430695713,-89.461341635092
"11412",11412,"Quincy_North Quincy","MRPC_Regional Urban Centers",NA,NA,NA,-94.9712019925085,-87.3463471889256
"11413",11413,"Quincy_North Quincy","MRPC_Rural Towns",0,0,0,-99.9998724232067,-99.9997680223975
"11414",11414,"Quincy_North Quincy","MVC_Developing Suburbs",0,0,0,-99.9998688492257,-99.9999110425118
"11415",11415,"Quincy_North Quincy","MVPC_Developing Suburbs",NA,NA,NA,-81.7437750712858,-63.2162279290244
"11416",11416,"Quincy_North Quincy","MVPC_Regional Urban Centers",NA,NA,NA,-89.0558031149516,-74.8153159270489
"11417",11417,"Quincy_North Quincy","New Bedford_Neighborhood 1",0,0,0,-99.9998685765277,-99.9998158491942
"11418",11418,"Quincy_North Quincy","New Bedford_Neighborhood 2",0,0,0,-99.9998431501947,-99.999787995013
"11419",11419,"Quincy_North Quincy","New Bedford_Neighborhood 3",0,0,0,-99.9998488748536,-99.9997883298937
"11420",11420,"Quincy_North Quincy","New Bedford_Neighborhood 4",0,0,0,-99.9998380883182,-99.9997889235989
"11421",11421,"Quincy_North Quincy","New Bedford_Neighborhood 5",0,0,0,-99.9998573402345,-99.9997588980289
"11422",11422,"Quincy_North Quincy","Newton_Ward 2",NA,NA,NA,-22.4305979061066,-13.1967220843218
"11423",11423,"Quincy_North Quincy","Newton_Ward 3",0,0,0,-99.9998321473058,-99.9997879598106
"11424",11424,"Quincy_North Quincy","Newton_Ward 5",NA,NA,NA,30.6179763131294,51.1772009519071
"11425",11425,"Quincy_North Quincy","Newton_Ward 7",0,0,0,-99.9996847924267,-99.9998333796387
"11426",11426,"Quincy_North Quincy","Newton_Ward 8",NA,NA,NA,-49.519597561088,-27.5189099698669
"11427",11427,"Quincy_North Quincy","NMCOG_Developing Suburbs",NA,NA,NA,-93.6350642493159,-85.5146514979437
"11428",11428,"Quincy_North Quincy","NMCOG_Maturing Suburbs",NA,NA,NA,-80.6779110993702,-57.5560719810951
"11429",11429,"Quincy_North Quincy","NSPC_Maturing Suburbs",NA,NA,NA,-72.5826690918131,-47.1616023555338
"11430",11430,"Quincy_North Quincy","NSPC_Regional Urban Centers",NA,NA,NA,-46.3408440054004,-20.0320064088416
"11431",11431,"Quincy_North Quincy","NSTF_Developing Suburbs",NA,NA,NA,-70.7541542335125,-43.9384980797518
"11432",11432,"Quincy_North Quincy","NSTF_Maturing Suburbs",NA,NA,NA,-75.3778479897132,-54.2553368773756
"11433",11433,"Quincy_North Quincy","NSTF_Regional Urban Centers",NA,NA,NA,-77.413975587994,-47.3310935733747
"11434",11434,"Quincy_North Quincy","OCPC_Developing Suburbs",NA,NA,NA,59.8978498602786,215.127053926767
"11435",11435,"Quincy_North Quincy","PVPC_Developing Suburbs",0,0,0,-99.999986779524,-99.9997224123515
"11436",11436,"Quincy_North Quincy","PVPC_Maturing Suburbs",0,0,0,-99.9998376035192,-99.9998330377607
"11437",11437,"Quincy_North Quincy","PVPC_Regional Urban Centers",NA,NA,NA,-92.6279659689554,-76.984997530009
"11438",11438,"Quincy_North Quincy","PVPC_Rural Towns",NA,NA,NA,-81.5526894990037,-59.4536963902368
"11439",11439,"Quincy_North Quincy","Quincy_Houghs Neck",NA,NA,NA,2075.18045705817,2723.13857401318
"11440",11440,"Quincy_North Quincy","Quincy_North Quincy",10935,11116,10657,NA,NA
"11441",11441,"Quincy_North Quincy","Quincy_Quincy Center",97,120,80,3275.31356423363,2668.61455755999
"11442",11442,"Quincy_North Quincy","Quincy_South Quincy",123,145,100,2203.89562859107,2043.2877395632
"11443",11443,"Quincy_North Quincy","Quincy_Wollaston",113,140,93,4112.07770968744,5782.31212305752
"11444",11444,"Quincy_North Quincy","Somerville_2143",NA,NA,NA,-6.5214247644344,-14.7308856998202
"11445",11445,"Quincy_North Quincy","Somerville_2144",NA,NA,NA,-48.7389362715131,-53.5353447351496
"11446",11446,"Quincy_North Quincy","Somerville_2145",0,0,0,-99.9999040489974,-99.9998886740905
"11447",11447,"Quincy_North Quincy","Springfield_East Forest Park",0,0,0,-99.9997783544477,-99.999667102947
"11448",11448,"Quincy_North Quincy","Springfield_Forest Park",NA,NA,NA,-75.2056610548641,-65.5370302584577
"11449",11449,"Quincy_North Quincy","Springfield_Indian Orchard",0,0,0,-99.9997767927166,-99.999728205686
"11450",11450,"Quincy_North Quincy","Springfield_Liberty Heights",0,0,0,-99.9998466357529,-99.9994667039971
"11451",11451,"Quincy_North Quincy","Springfield_McKnight",NA,NA,NA,-76.5407038124374,-63.7865426509084
"11452",11452,"Quincy_North Quincy","Springfield_Pine Point",0,0,0,-99.9998591410383,-99.9997867756191
"11453",11453,"Quincy_North Quincy","Springfield_Sixteen Acres",0,0,0,-99.9998852575602,-99.9998020673272
"11454",11454,"Quincy_North Quincy","Springfield_South End",0,0,0,-99.9998417333123,-99.9998029880263
"11455",11455,"Quincy_North Quincy","SRPEDD_Developing Suburbs",NA,NA,NA,-74.4221752233955,-33.9475699815957
"11456",11456,"Quincy_North Quincy","SRPEDD_Maturing Suburbs",NA,NA,NA,12.4356637305117,101.849709631801
"11457",11457,"Quincy_North Quincy","SRPEDD_Regional Urban Centers",NA,NA,NA,-63.6102243314707,-16.8649470660267
"11458",11458,"Quincy_North Quincy","SSC_Developing Suburbs",NA,NA,NA,48.3838838369307,151.210313399115
"11459",11459,"Quincy_North Quincy","SSC_Maturing Suburbs",207,236,180,510.230396284839,951.619685751389
"11460",11460,"Quincy_North Quincy","SWAP_Developing Suburbs",NA,NA,NA,-40.1980056245456,34.2812652775211
"11461",11461,"Quincy_North Quincy","SWAP_Regional Urban Centers",0,0,0,-99.9999102338263,-99.9998279263666
"11462",11462,"Quincy_North Quincy","TRIC_Developing Suburbs",NA,NA,NA,-8.25757200432207,64.8410690930982
"11463",11463,"Quincy_North Quincy","TRIC_Maturing Suburbs",NA,NA,NA,74.8213648824376,206.537678437828
"11464",11464,"Quincy_North Quincy","TRIC_Regional Urban Centers",NA,NA,NA,-43.4892607213089,-19.5946645531675
"11465",11465,"Quincy_North Quincy","Worcester_Burncoat",NA,NA,NA,-85.9124826932876,-81.4965363134726
"11466",11466,"Quincy_North Quincy","Worcester_Doherty",0,0,0,-99.9999549438822,-99.9998130447364
"11467",11467,"Quincy_North Quincy","Worcester_North",NA,NA,NA,-85.0502056056567,-81.8455428114908
"11468",11468,"Quincy_North Quincy","Worcester_South",0,0,0,-99.9999227993632,-99.9997136362185
"11469",11469,"Quincy_Quincy Center","Boston_Allston/Brighton",NA,NA,NA,47.9714428458765,110.192501703606
"11470",11470,"Quincy_Quincy Center","Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",NA,NA,NA,114.689748798009,148.915284641246
"11471",11471,"Quincy_Quincy Center","Boston_Charlestown",NA,NA,NA,16.4416499222818,37.398131845538
"11472",11472,"Quincy_Quincy Center","Boston_Dorchester",NA,NA,NA,221.676769263788,553.474385701641
"11473",11473,"Quincy_Quincy Center","Boston_East Boston",NA,NA,NA,26.5665678120907,133.421014347191
"11474",11474,"Quincy_Quincy Center","Boston_Fenway",NA,NA,NA,0.029119182673254,41.6461384613739
"11475",11475,"Quincy_Quincy Center","Boston_Hyde Park",NA,NA,NA,1.68985677889468,73.8556737276965
"11476",11476,"Quincy_Quincy Center","Boston_Jamaica Plain",NA,NA,NA,21.5702247575133,67.2315323969526
"11477",11477,"Quincy_Quincy Center","Boston_Mattapan",NA,NA,NA,-28.0554392478163,17.6338346197619
"11478",11478,"Quincy_Quincy Center","Boston_Roslindale",NA,NA,NA,66.2342808866832,141.40381016309
"11479",11479,"Quincy_Quincy Center","Boston_Roxbury",NA,NA,NA,-14.9374814733221,28.521647993572
"11480",11480,"Quincy_Quincy Center","Boston_South Boston",NA,NA,NA,167.491400455319,206.468742670436
"11481",11481,"Quincy_Quincy Center","Boston_South End",NA,NA,NA,69.365499634038,97.7614600084603
"11482",11482,"Quincy_Quincy Center","Boston_West Roxbury",NA,NA,NA,-9.17702152998069,38.2379096366069
"11483",11483,"Quincy_Quincy Center","Brockton_Ward 1",NA,NA,NA,-73.7661065148343,-57.7254628763264
"11484",11484,"Quincy_Quincy Center","Brockton_Ward 2",NA,NA,NA,-48.3906737293021,-37.4486188533872
"11485",11485,"Quincy_Quincy Center","Brockton_Ward 4",NA,NA,NA,8.03430827440881,76.0489915779449
"11486",11486,"Quincy_Quincy Center","Brockton_Ward 5",NA,NA,NA,-64.1793148270149,-47.443467331303
"11487",11487,"Quincy_Quincy Center","Brockton_Ward 6",NA,NA,NA,33.2760916043131,132.313208088341
"11488",11488,"Quincy_Quincy Center","Brockton_Ward 7",NA,NA,NA,58.6233166877723,109.139223374338
"11489",11489,"Quincy_Quincy Center","BRPC_Developing Suburbs",0,0,0,-99.9999389553775,-99.9994406831407
"11490",11490,"Quincy_Quincy Center","BRPC_Regional Urban Centers",NA,NA,NA,-90.8224935052622,-53.7736621861359
"11491",11491,"Quincy_Quincy Center","BRPC_Rural Towns",0,0,0,-99.9999030599357,-99.9996714859437
"11492",11492,"Quincy_Quincy Center","Cambridge_All",NA,NA,NA,-24.4886790202274,38.8329173619553
"11493",11493,"Quincy_Quincy Center","CCC_Developing Suburbs",0,0,0,-99.9999000082675,-99.9998724297202
"11494",11494,"Quincy_Quincy Center","CCC_Maturing Suburbs",NA,NA,NA,-72.2258846710829,25.4224440389894
"11495",11495,"Quincy_Quincy Center","CCC_Rural Towns",NA,NA,NA,-50.5884487653401,123.433167505556
"11496",11496,"Quincy_Quincy Center","Chelsea_Ward 3",NA,NA,NA,-62.2034554927655,-46.4143499787794
"11497",11497,"Quincy_Quincy Center","Chelsea_Ward 4",NA,NA,NA,183.645575002715,277.241559272871
"11498",11498,"Quincy_Quincy Center","CMRPC_Developing Suburbs",NA,NA,NA,-86.3976958168679,-53.6004969637968
"11499",11499,"Quincy_Quincy Center","CMRPC_Regional Urban Centers",NA,NA,NA,-82.0354451637486,-57.6947810143659
"11500",11500,"Quincy_Quincy Center","Everett_All",NA,NA,NA,-40.5837105704285,0.465728198436044
"11501",11501,"Quincy_Quincy Center","Fall River_Sector 1",0,0,0,-99.9997888331473,-99.9996168776177
"11502",11502,"Quincy_Quincy Center","Fall River_Sector 2",0,0,0,-99.9998429047108,-99.9997077270297
"11503",11503,"Quincy_Quincy Center","Fall River_Sector 5",0,0,0,-99.999723580383,-99.9996133312067
"11504",11504,"Quincy_Quincy Center","Fall River_Sector 7",0,0,0,-99.9998766945228,-99.9994617224693
"11505",11505,"Quincy_Quincy Center","Fall River_Sector 8",NA,NA,NA,-56.4149734381284,-34.6093175234333
"11506",11506,"Quincy_Quincy Center","Fall River_Sector 9",NA,NA,NA,-64.9141029781621,-45.440439399672
"11507",11507,"Quincy_Quincy Center","Framingham_All",NA,NA,NA,-34.1067204313701,47.1968952167416
"11508",11508,"Quincy_Quincy Center","FRCOG_Developing Suburbs",NA,NA,NA,-85.48473137909,-54.4953453336352
"11509",11509,"Quincy_Quincy Center","FRCOG_Rural Towns",0,0,0,-99.9999249047457,-99.9997734407069
"11510",11510,"Quincy_Quincy Center","ICC_Inner Core",NA,NA,NA,-33.9086560285343,31.550310893466
"11511",11511,"Quincy_Quincy Center","ICC_Maturing Suburbs",NA,NA,NA,184.1405084197,442.120467204664
"11512",11512,"Quincy_Quincy Center","Lawrence_Ward A",0,0,0,-99.9998342524254,-99.9992957621174
"11513",11513,"Quincy_Quincy Center","Lawrence_Ward C",0,0,0,-99.9997764742631,-99.9996461789043
"11514",11514,"Quincy_Quincy Center","Lawrence_Ward D",0,0,0,-99.9998468294818,-99.9993170844527
"11515",11515,"Quincy_Quincy Center","Lawrence_Ward E",0,0,0,-99.9998067094127,-99.9997267167554
"11516",11516,"Quincy_Quincy Center","Lawrence_Ward F",0,0,0,-99.9997548368342,-99.9996432586084
"11517",11517,"Quincy_Quincy Center","Lowell_Acre",0,0,0,-99.9996695627356,-99.9995685790242
"11518",11518,"Quincy_Quincy Center","Lowell_Centralville",NA,NA,NA,-62.971416421773,-42.3382504374103
"11519",11519,"Quincy_Quincy Center","Lowell_Highlands",NA,NA,NA,-69.7458935304938,-51.6732268513655
"11520",11520,"Quincy_Quincy Center","Lowell_Lower Belvidere",0,0,0,-99.9999241567117,-99.9996642191995
"11521",11521,"Quincy_Quincy Center","Lowell_Lower Highlands",0,0,0,-99.9997627296848,-99.9996257741274
"11522",11522,"Quincy_Quincy Center","Lowell_Pawtucketville",0,0,0,-99.9998349001464,-99.9997293429713
"11523",11523,"Quincy_Quincy Center","Lynn_Ward 1",NA,NA,NA,-65.3970064530768,-40.3907102396265
"11524",11524,"Quincy_Quincy Center","Lynn_Ward 3",0,0,0,-99.9998787684317,-99.9998086920592
"11525",11525,"Quincy_Quincy Center","Lynn_Ward 4",NA,NA,NA,-61.5681672122384,-51.4625482443604
"11526",11526,"Quincy_Quincy Center","Lynn_Ward 5",NA,NA,NA,-62.7410059326901,-43.5177407778368
"11527",11527,"Quincy_Quincy Center","Lynn_Ward 7",0,0,0,-99.9998473012534,-99.9997425066914
"11528",11528,"Quincy_Quincy Center","MAGIC_Developing Suburbs",NA,NA,NA,-89.6141920362298,-75.978709932368
"11529",11529,"Quincy_Quincy Center","MAGIC_Maturing Suburbs",NA,NA,NA,-95.5626274628752,-88.4674968836835
"11530",11530,"Quincy_Quincy Center","Metrowest_Developing Suburbs",NA,NA,NA,-64.5629977945933,-11.8078625078852
"11531",11531,"Quincy_Quincy Center","Metrowest_Maturing Suburbs",NA,NA,NA,-56.1634728513097,-3.91752566063062
